Name,Scholar Link,DOI,Bibtex,PDF Name,Year,Scholar page,Journal,Downloaded,Downloaded from,Authors
Shandong Eyaletindeki Kanatlı Hayvan Kesimhanelerinden İzole Edilen Salmonella spp.’nin Karakterizasyonu ve Yaygınlığı,,10.9775/kvfd.2016.14974,True,,2016,,Kafkas University,False,,Wenyan GAI and Junwei WANG and Juan WANG and Zhigang CUI and Zhina QU and Jun HONG and Jinghua CUI and Xiaoli DU and Xiumei HUANG and Xumin CAO and Jianmei ZHAO
İnsan ve Hayvan Örneklerinden İzole Edilen Escherichia coli’nin İlaç Direnci ve İntegronların Yaygınlığında Antibiyotik Rolü,,10.9775/kvfd.2016.15684,True,,2016,,Kafkas University,False,,Roohollah KHEIRI and Reza RANJBAR and Faham KHAMESIPOUR and Leili AKHTARI
Sığırlarda GSBL ve AmpC Sentezleyen Escherichia coli’nin Prevalansı ve Karakterizasyonu,,10.9775/kvfd.2016.15832,True,,2016,,Kafkas University,False,,Ã–zkan ASLANTA{\c{S}} and Sibel ELMACIO{\u{G}}LU and Ebru {\c{S}}ebnem YILMAZ
Çin’in Shandong Eyaletinde Domuz Mezbahasından İzole Edilen Salmonella spp.’nin Moleküler Tiplendirilmesi ve İlaç Dirençliliği Analizi,,10.9775/kvfd.2016.16751,True,,2017,,Kafkas University,False,,Wenyan GAI and Junwei WANG and Juan WANG and Zhigang CUI and Zhina QU and Yundong WANG and Jun HONG and Jinghua CUI and Shigan YAN and Xiaoli DU and Xiumei HUANG and Jianmei ZHAO and Liping ZHU
"Broilerlerden İzole Edilen Termofilik Campylabacter’lerin Genotipik, Antimikrobiyal Direnç ve Virulens Profilleri",,10.9775/kvfd.2016.17261,True,,2017,,Kafkas University,False,,Ã–zkan ASLANTA{\c{S}}
Çiğ Tavuk Etlerinden İzole Edilen Termofilik Campylobacter İzolatlarının Prevalansı ve Antimikrobiyal Direnci,,10.9775/kvfd.2018.19741,True,,2018,,Kafkas University,False,,Ghassan ISSA and Beren BASARAN KAHRAMAN and Mehmet Cemal ADIGUZEL and Funda YILMAZ EKER and Esra AKKAYA and GÃ¼lay Merve BAYRAKAL and Ahmet KOLUMAN and Tolga KAHRAMAN
,,10:3823/225,False,,,,,False,,
,,12380871,False,,,,,False,,
,,15906655,False,,,,,False,,
,,16610654,False,,,,,False,,
,,17314416,False,,,,,False,,
,,17546905,False,,,,,False,,
,,17892198,False,,,,,False,,
,,18219143,False,,,,,False,,
,,19052337,False,,,,,False,,
,,19090221,False,,,,,False,,
,,19831314,False,,,,,False,,
,,20828476,False,,,,,False,,
,,21309466,False,,,,,False,,
,,22286679,False,,,,,False,,
,,22337841,False,,,,,False,,
,,22358402,False,,,,,False,,
,,22434972,False,,,,,False,,
,,22735845,False,,,,,False,,
,,23038076,False,,,,,False,,
,,23484418,False,,,,,False,,
,,23691636,False,,,,,False,,
,,24475329,False,,,,,False,,
,,24988395,False,,,,,False,,
,,25568689,False,,,,,False,,
,,26668704,False,,,,,False,,
,,26989702,False,,,,,False,,
,,27086423,False,,,,,False,,
,,27175192,False,,,,,False,,
,,27482361,False,,,,,False,,
,,27872721,False,,,,,False,,
,,28785387,False,,,,,False,,
,,29163651,False,,,,,False,,
,,29225754,False,,,,,False,,
,,29634192,False,,,,,False,,
,,29644826,False,,,,,False,,
,,636.0894G748P,False,,,,,False,,
,,AL-Iedani2014_704b63c331cf5dcd90566c61036d87,False,,,,,False,,
,,"AfricanJournalofMicrobiologyResearchVol.3(5)pp.215-219May,2009",False,,,,,False,,
,,Akhtar2016_9dcb0b9a7570e6b763d288d679559e,False,,,,,False,,
,,Al-Khafaji2014_680ba6f6dc9268d625b0302a1e79d9,False,,,,,False,,
,,Al-Zubaidi2015_2e424ff30c9aaa04f4b1f011071f17,False,,,,,False,,
,,Ali2010_194dfc5700b7c49583d77c1ad14a42,False,,,,,False,,
,,Amsaveni2010_812740788df9de6111e8d9ab9fe792,False,,,,,False,,
,,Anarbayeva2018_4823ebbc7ba863c2ac290fc79d6036,False,,,,,False,,
,,Anitha2012_72ebac4a64b79eecaa07a598328d1c,False,,,,,False,,
,,Arabestani2016_f8cac84b23c7648af1b44f81bbdf20,False,,,,,False,,
,,Assad2015_f9388bb2652675466c8c1ebc86ac56,False,,,,,False,,
,,"AssiutUniversityBulletinforEnvironmentalResearches.VoI.17No.1,March2014",False,,,,,False,,
,,Badouie2014_0cb95207bd0296e32c95311f51dc5e,False,,,,,False,,
,,Bakhshi2016_8df058afcf1c58ba1bf312a61b9c8c,False,,,,,False,,
,,Bakhshi2017_19faeb47fe82e05530f605e57dfd85,False,,,,,False,,
,,Balakrishnan2005_bcc1305c518eeba36e456691877eea,False,,,,,False,,
,,Barbour2015_1eb63f0f653691c3fcd168cd1b3c4f,False,,,,,False,,
,,Barman2008_33290ba986af107a1d1b4dca3b7c51,False,,,,,False,,
,,Batabyal2003_8528fd2fc62a34a4f3a98b1e682b44,False,,,,,False,,
,,Begum2010_440e512ff58791409e7dfdaac203b2,False,,,,,False,,
,,Begum2013_1566c251fdd914794e080d364b40e8,False,,,,,False,,
,,Bhanderi2008_8528fd2fc62a34a6b8e3ec9a0e2b37,False,,,,,False,,
,,Bhanot2012_1d3c7f7087146a05a2f42201b8d744,False,,,,,False,,
,,Bhat2014_5f7c5a8c26c2b5c732ccf33dee7bde,False,,,,,False,,
,,Bisht2013_4c004d060fcc3ee2b3770217dd1f64,False,,,,,False,,
,,Bodade2007_7b935221dc2a51fb2ee852c56c47b0,False,,,,,False,,
,,Borah2014_33290ba986af107a1d1b4dca3b7c51,False,,,,,False,,
,,Chandrasekaran2013_8d4c13b3228558fff0a42cf782cf55,False,,,,,False,,
,,Chaudhari2015_5f06df0f2f30e6c760cdc59fb105ff,False,,,,,False,,
,,Chhabra2012_01eb8afc2e1a42868d111037d4ffe6,False,,,,,False,,
,,Dallal2009_464dd1c102d0a0d80c16fce19d1fb0,False,,,,,False,,
,,Dattatray2016_9da77558059cc8e06a7f593b9651b1,False,,,,,False,,
,,Deka2013_fb8e97cd31629a335c453010534864,False,,,,,False,,
,,Dhanesh2012_72ebac4a64b79eecaa07a598328d1c,False,,,,,False,,
,,Dharanikumar2003_052147f80f332040f39b3fefd2d169,False,,,,,False,,
,,Doley2015_7b935221dc2a51fb2ee852c56c47b0,False,,,,,False,,
,,Doosti2015_0e7b063ff4eb521c7040a61d5c9210,False,,,,,False,,
,,Doosti2016_257a420cec24cc9576f7219dfb23a2,False,,,,,False,,
,,Doosti2016_a497183efdb88f29fe4ff912a1c6c2,False,,,,,False,,
,,Dutta2011_631e3a5cee2b2b2f735b0eef944d45,False,,,,,False,,
,,Dutta2015_6811094455466c7eb2ce9cb27a1cd2,False,,,,,False,,
,,Ebrahimi2010_6cb6eb1af96349b1820cee997dd326,False,,,,,False,,
,,Elango2009_8d4c13b3228558fc86e7bab7be90e1,False,,,,,False,,
,,Elango2010_aa6c1ad8a7b570d6c5673d9b1b8fff,False,,,,,False,,
,,"EuropeanJournalofExperimentalBiology,2015,5(4):50-56",False,,,,,False,,
,,Gandge2015_cf9bca3a7147235dd540ba68ca038e,False,,,,,False,,
,,Ganpat2015_9da77558059cc8e06a7f593b9651b1,False,,,,,False,,
,,Garipcin2015_133841e55829e1ee58bcb34466f2da,False,,,,,False,,
,,Gautam2017_5078273a7b397cff6d776a5b2769d5,False,,,,,False,,
,,Gawande2016_8d4c13b3228558fc86e7bab7be90e1,False,,,,,False,,
,,Goswami2003_8528fd2fc62a34a4f3a98b1e682b44,False,,,,,False,,
,,Gupta2011_01eb8afc2e1a42868d111037d4ffe6,False,,,,,False,,
,,Hasan2011_16003ec172f4ae7dea625bc77f8e06,False,,,,,False,,
,,Hashem2012_01eb8afc2e1a428a9523d25e47ca9c,False,,,,,False,,
,,Hashem2012_19acb271eb79921dc344da8b2d2865,False,,,,,False,,
,,Hashem2012_239f441577c7c90f913b48e3947fe0,False,,,,,False,,
,,Hashem2012_24be7d4f37cc11894e080d364b40e8,False,,,,,False,,
,,Hashem2012_5c45ec9994d8b2ffd61d3172c7b7da,False,,,,,False,,
,,Hashem2012_8cc132ab939d854a9523d25e47ca9c,False,,,,,False,,
,,Hashem2012_9643d0dbdf6004187d224c9c9e26e4,False,,,,,False,,
,,Hashem2012_c7ecdc20d39f178410c4d3494808ac,False,,,,,False,,
,,Hashem2012_e434adf3327147005ff0fb154beb32,False,,,,,False,,
,,Himanshu2012_147028d7ca31bab8ad79c99e2f5326,False,,,,,False,,
,,Hussain2010_955ac6d1296364aa21066f7cf30709,False,,,,,False,,
,,IAVMIconference,False,,,,,False,,
,,ISSN:0253-8318,False,,,,,False,,
,,ISSN:0372-5480,False,,,,,False,,
,,ISSN:1517-8283,False,,,,,False,,
,,ISSN:2028-9324,False,,,,,False,,
,,ISSN:2148-127X,False,,,,,False,,
,,ISSN:2277-1506,False,,,,,False,,
,,ISSN:2307-4531,False,,,,,False,,
,,ISSN:2347-6893,False,,,,,False,,
,,IVPCconference2016,False,,,,,False,,
,,Indrajith2015_47bcd916ad9ab088d4528c0b90a4ed,False,,,,,False,,
,,Ingale2016_5078273a7b397cff6d776a5b2769d5,False,,,,,False,,
,,Ingle2012_2e7b89e269a7397f561aac875810dc,False,,,,,False,,
,,InternJApplResVetMedVol15_No1_2017,False,,,,,False,,
,,Iqbal2017_9dcb0b9a7570e6b763d288d679559e,False,,,,,False,,
,,Islam2008_24be7d4f37cc11894e080d364b40e8,False,,,,,False,,
,,Islam2015_e2d26dc31b1d4e99633864e5b57f59,False,,,,,False,,
,,JClinMicrobiolBiochemTechnol3(2):019-023,False,,,,,False,,
,,Jacob2011_72ebac4a64b79ee6aefe911bc966cf,False,,,,,False,,
,,Joby2016_72ebac4a64b79eecaa07a598328d1c,False,,,,,False,,
,,Jose2017_72ebac4a64b79eecaa07a598328d1c,False,,,,,False,,
,,Joshi2014_8eb80328779a2c01d0ae60d2c34d4b,False,,,,,False,,
,,"JournalofAnimalandPoultrySciences,2016,5(2):21-35",False,,,,,False,,
,,Kalorey2003_7b935221dc2a51fb2ee852c56c47b0,False,,,,,False,,
,,Kashappanavar2017_a0351c662259d3ed88ea8ab641ef22,False,,,,,False,,
,,Kaur2012_5e939f7f2469c2aef152cf93b294e4,False,,,,,False,,
,,Kenar2009_5e330015de646e35459646b93a5dd1,False,,,,,False,,
,,Khan2017_afb94851b8d5f1d853767d3811bcbf,False,,,,,False,,
,,Khatun2015_d493218f96bc29bf913b48e3947fe0,False,,,,,False,,
,,Khesar2008_0a4e202ee43adca16e24e4ee1a1397,False,,,,,False,,
,,Khider2018_c09fc40219e960c176c63d81bdd78f,False,,,,,False,,
,,Kini2017_72b49329dbde5c1b57b53be14a4512,False,,,,,False,,
,,Kisku2013_b921951fc9bb381d3d222fec579f23,False,,,,,False,,
,,Kour2017_5e939f7f2469c2aef152cf93b294e4,False,,,,,False,,
,,Kumar2010_a89cea618562fba2e63e5031229e34,False,,,,,False,,
,,Kumar2012_176c63d81bdd78fee877c86f8d58fc,False,,,,,False,,
,,Kumar2012_8528fd2fc62a34a4f3a98b1e682b44,False,,,,,False,,
,,Kurjogi2011_c0b36980756243de577f104cd82214,False,,,,,False,,
,,Kusumaningrum2012_dc1a74dc9855fad8c9d98a28de8da6,False,,,,,False,,
,,Lalrintluanga2003_631e3a5cee2b2b2f735b0eef944d45,False,,,,,False,,
,,Lambey2009_a89cea618562fba2e63e5031229e34,False,,,,,False,,
,,Madadi2014_2392033f3f1a01cd70905fd234c26a,False,,,,,False,,
,,Mahanti2014_a1d1026bf1202ab51ffd136cab5f5a,False,,,,,False,,
,,Mahanti2015_a1d1026bf1202ab51ffd136cab5f5a,False,,,,,False,,
,,Mailk2013_f850a2f84322f02a3745c898d68aa4,False,,,,,False,,
,,Makwana2015_194dfc5700b7c495102a7f9b4f94c2,False,,,,,False,,
,,Mane2012_5f06df0f2f30e6c760cdc59fb105ff,False,,,,,False,,
,,Manickam2002_bcc1305c518eeba36e456691877eea,False,,,,,False,,
,,Mansour2014_0e7b063ff4eb521509e86ac1f4e12e,False,,,,,False,,
,,Maripandi2010_2ece917c6d3ee7cc9d6965a957f0e4,False,,,,,False,,
,,Masud2012_e3c4ee91480862faddc106970c869b,False,,,,,False,,
,,Megha2016_daa9efd50ba9dd44ecd160ace159ff,False,,,,,False,,
,,Mehrabian2007_035e236f03a2997a1bf312a61b9c8c,False,,,,,False,,
,,Mirzaie2011_8df058afcf1c58ba1bf312a61b9c8c,False,,,,,False,,
,,Mitra2009_8528fd2fc62a34a4f3a98b1e682b44,False,,,,,False,,
,,Modak2014_450c1430a15c863dccc8ce782af73b,False,,,,,False,,
,,Mohanta2016_f113b9e3d4665f799cd396abb99dbf,False,,,,,False,,
,,Mohsenzadeh2015_d055f4e0f0ce06104142da47d7ce1b,False,,,,,False,,
,,Momtaz2012_07f6e7774ff327df132c15723fc240,False,,,,,False,,
,,Moniri2007_21412a0c6bbeca23b3515a3443c259,False,,,,,False,,
,,Muniyellappa2003_f1fbd31bb11b51ca3745c898d68aa4,False,,,,,False,,
,,Murugan2013_b757be9ee19c07d6430c70d4b96b7b,False,,,,,False,,
,,Najeeb2013_0531fc776415e8be85fcd10d78981b,False,,,,,False,,
,,Nandkumar2017_5078273a7b397cff6d776a5b2769d5,False,,,,,False,,
,,Nazer2006_6978d7c1eaccdcff4ea8ad07d52f68,False,,,,,False,,
,,Oncel2004_03f14c74a50ef8527a0f39b45c09d9,False,,,,,False,,
,,Pant2013_2284895cfc595c77f57d7d1d40d09e,False,,,,,False,,
,,Parthiban2015_7dd0dfde8d7b2212fdcb0048dfd289,False,,,,,False,,
,,Paul2010_5565960d035069e3a8e0746744ffe2,False,,,,,False,,
,,Paul2010_8d4c13b3228558fc86e7bab7be90e1,False,,,,,False,,
,,Paul2013_2d5454cc3b97cce51ffd136cab5f5a,False,,,,,False,,
,,Pehlivanoglu2017_fc0a7e2ec8dd1754c004d060fcc3ee,False,,,,,False,,
,,Peighambari2012_8df058afcf1c58ba1bf312a61b9c8c,False,,,,,False,,
,,Ponnusamy2015_6f74f5fa44d1d49dccc8ce782af73b,False,,,,,False,,
,,Prabhu2015_cc4fa1d1c5c419f757dea926e323e8,False,,,,,False,,
,,Premalatha2003_8d4c13b3228558fff0a42cf782cf55,False,,,,,False,,
,,Pruthvishree2018_534516e8bbb08f7508d31404fe614e,False,,,,,False,,
,,Qabajah2012_6d07740ed3bdecc6b7990e38b1406c,False,,,,,False,,
,,Rahimi2011_59814701f6a896a0ac95f6f3fe8449,False,,,,,False,,
,,Rahimifard2009_035e236f03a2997a1bf312a61b9c8c,False,,,,,False,,
,,Rai2003_5e939f7f2469c2aef152cf93b294e4,False,,,,,False,,
,,Rajeev2010_4c004d060fcc3ee2b3770217dd1f64,False,,,,,False,,
,,Rajeev2010_fc22bcc85b34c1a3bdd4a1f5410875,False,,,,,False,,
,,Rajkhowa2011_33290ba986af107c8181689ed2b15a,False,,,,,False,,
,,Rajkhowa2012_33290ba986af107c8181689ed2b15a,False,,,,,False,,
,,Rajkhowa2014_b25a36c7b52310ae26e1e4dc4834aa,False,,,,,False,,
,,Rana2012_9877b16fede998f66c8c1ebc86ac56,False,,,,,False,,
,,Ranabijuli2009_f1a4f55761e3f7014aeaad194450f5,False,,,,,False,,
,,Ranjan2010_561b86bfe79827fce9e7661724466e,False,,,,,False,,
,,Rasheed2014_c0d6a6a6a9e1dbed15aa6a4ac65c82,False,,,,,False,,
,,Rathish2014_72ebac4a64b79ee6aefe911bc966cf,False,,,,,False,,
,,Saikia2002_33290ba986af107c8181689ed2b15a,False,,,,,False,,
,,Saleem2016_7260985235f3e5b84db630c9bc29f9,False,,,,,False,,
,,Salehi2005_6978d7c1eaccdcff4ea8ad07d52f68,False,,,,,False,,
,,Sarangi2009_f1a4f55761e3f7014aeaad194450f5,False,,,,,False,,
,,Saravanajayam2015_aa6c1ad8a7b570dcb138085b7fafd3,False,,,,,False,,
,,Saravanan2012_bcc1305c518eeba36e456691877eea,False,,,,,False,,
,,Saravanan2014_bcc1305c518eeba36e456691877eea,False,,,,,False,,
,,Sarma2015_33290ba986af107c8181689ed2b15a,False,,,,,False,,
,,Savita2007_b1b73b74dad433257e3c9952e58b80,False,,,,,False,,
,,Shafi2015_5e939f7f2469c2aef152cf93b294e4,False,,,,,False,,
,,Shah2012_65934269318ad6679ebc6e649d5b54,False,,,,,False,,
,,Shaheen2015_9dcb0b9a7570e6b763d288d679559e,False,,,,,False,,
,,Sharada2010_6bc4f2dcac59f8ea3745c898d68aa4,False,,,,,False,,
,,Sharif2017_4e147c13b8b8071405375471a83e4c,False,,,,,False,,
,,Sharma2004_5565960d035069e3a8e0746744ffe2,False,,,,,False,,
,,Sharma2010_6811094455466c7eb2ce9cb27a1cd2,False,,,,,False,,
,,Sharma2010_a89cea618562fba2e63e5031229e34,False,,,,,False,,
,,Sharma2011_c9445d4e262c2f8c62314cd19acfd3,False,,,,,False,,
,,Sharma2015_6811094455466c7eb2ce9cb27a1cd2,False,,,,,False,,
,,Sharma2015_f9388bb2652675466c8c1ebc86ac56,False,,,,,False,,
,,Sheela2016_1445086f91f8425899804524d2df1f,False,,,,,False,,
,,Shende2015_4bc91f1d675900188d97d348c7c0f7,False,,,,,False,,
,,Shesherao2014_0a4e202ee43adca16e24e4ee1a1397,False,,,,,False,,
,,Shrestha2011_297d1b819942b74b4a44e3b207bcd3,False,,,,,False,,
,,Shrestha2012_5ff5ff47240dc0cbb147dfc38f2692,False,,,,,False,,
,,Siddiqui2008_f86a6690c47ed5604dbf83bf4f7bc2,False,,,,,False,,
,,Singh2006_f9388bb2652675466c8c1ebc86ac56,False,,,,,False,,
,,Singh2011_5e939f7f2469c2aef152cf93b294e4,False,,,,,False,,
,,Singh2012_c6a41be2b3da32d36e456691877eea,False,,,,,False,,
,,Singh2017_b5ba0ef0c86e7ef7d5283b96cc988e,False,,,,,False,,
,,Singha2016_a3589e9c7e5f00796dea07a3a0c3c9,False,,,,,False,,
,,Sudhakar2013_0a4e202ee43adca16e24e4ee1a1397,False,,,,,False,,
,,Suhas2016_9da77558059cc8e06a7f593b9651b1,False,,,,,False,,
,,Sumathi2008_6bc4f2dcac59f8ea3745c898d68aa4,False,,,,,False,,
,,Sundari2012_c7b981c9e726003db186b1e57df2e1,False,,,,,False,,
,,Sunitha2015_16059fc6a827bdcb1b30d2c5c99002,False,,,,,False,,
,,Sunitha2015_44bf6e91b33d97d1b76448abfae42c,False,,,,,False,,
,,Sunitha2015_a48836e68acd931bde998c8d641439,False,,,,,False,,
,,Swetha2017_c9c68cab4d7094ec6de00da6360bd7,False,,,,,False,,
,,Tanuja2015_8a71641b850f653757dea926e323e8,False,,,,,False,,
,,Tel2012_48d3bf0d513eda71de4f1442daa69f,False,,,,,False,,
,,Tikoo2008_0232e17bcd83164820a7c036e8bdd8,False,,,,,False,,
,,Turkyilmaz2017_55dfb6ed10c756abc14fcae53c8dc9,False,,,,,False,,
,,Varma2005_36c36076151952ce846a021fbb69ea,False,,,,,False,,
,,Vasant2017_0971c3cfaf8afa04f9b718255bf00f,False,,,,,False,,
,,Verma2003_147028d7ca31bab8ad79c99e2f5326,False,,,,,False,,
,,Vijayanand2004_63873e7f7bf84dae64eb1b96f82488,False,,,,,False,,
,,Visvanath2000_bcc1305c518eeba36e456691877eea,False,,,,,False,,
,,Wani2013_3633a1c2559775cbc7178723226d29,False,,,,,False,,
,,Wani2013_83dff8b0b8690c401b7f06f7d2d71e,False,,,,,False,,
,,"WorldJournalofDairy&FoodSciences4(1):65-69,2009",False,,,,,False,,
,,Yadav2009_3b89ffe766ab37602c1900056b0a79,False,,,,,False,,
,,Zafarane2017_035e236f03a2997a1bf312a61b9c8c,False,,,,,False,,
,,Zeba2015_2e1935598f83aa6139d01707799529,False,,,,,False,,
,,Zibandeh2016_6978d7c1eaccdcff4ea8ad07d52f68,False,,,,,False,,
,,http://caribbean.scielo.org/scielo.php?script=sci_arttext&pid=S0043-31442011000100011&lng=es&nrm=iso&tlng=en,False,,,,,False,,
,,http://docsdrive.com/pdfs/medwelljournals/javaa/2008/1151-1154.pdf,False,,,,,False,,
,,http://docsdrive.com/pdfs/medwelljournals/javaa/2010/2290-2294.pdf,False,,,,,False,,
,,http://ifrj.upm.edu.my/22%20(06)%202015/(50).pdf,False,,,,,False,,
,,http://it.science.cmu.ac.th/ejournal/dl.php?journal_id=8726,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810002721,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810005438,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810010344,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810010547,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810010568,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810010919,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810011659,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810011963,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810012191,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810014878,False,,,,,False,,
,,http://krishikosh.egranth.ac.in/handle/1/5810018651,False,,,,,False,,
